,2014,2015,2016,2017,2018,2019,2020,2021
2130,-1,-1,-1,-1,-1,-1,186,-1
2131,-1,-1,-1,-1,-1,-1,116,-1
2132,-1,-1,-1,-1,-1,-1,1330,-1
2133,-1,-1,-1,-1,-1,-1,1654,-1
2134,-1,-1,-1,-1,-1,-1,2097,-1
2135,-1,-1,-1,-1,-1,-1,936,-1
2136,-1,-1,-1,-1,-1,-1,2422,4657
2137,-1,-1,-1,-1,-1,-1,1267,3150
2138,-1,-1,-1,-1,-1,-1,806,-1
2139,-1,-1,-1,-1,-1,-1,294,648
2140,-1,-1,-1,-1,-1,-1,1462,5646
2141,-1,-1,-1,-1,-1,-1,136,333
2142,-1,-1,-1,-1,-1,-1,431,-1
2143,-1,-1,-1,-1,-1,-1,947,-1
2144,-1,-1,-1,-1,-1,-1,923,1825
2145,-1,-1,-1,-1,-1,-1,771,1825
2146,-1,-1,-1,-1,-1,-1,1671,-1
2147,-1,-1,-1,-1,-1,-1,1046,-1
2148,-1,-1,-1,-1,-1,-1,1618,-1
2149,-1,-1,-1,-1,-1,-1,606,415
2150,-1,-1,-1,-1,-1,-1,586,-1
2151,-1,-1,-1,-1,-1,-1,607,-1
2152,-1,-1,-1,-1,-1,-1,1011,-1
2153,-1,-1,-1,-1,-1,-1,658,-1
2154,-1,-1,-1,-1,-1,-1,1839,-1
2155,-1,-1,-1,-1,-1,-1,2077,-1
2156,-1,-1,-1,-1,-1,-1,1198,1977
2157,-1,-1,-1,-1,-1,-1,540,3261
2158,-1,-1,-1,-1,-1,-1,228,-1
2159,-1,-1,-1,-1,-1,-1,298,-1
2160,-1,-1,-1,-1,-1,-1,544,-1
2161,-1,-1,-1,-1,-1,-1,158,-1
2162,-1,-1,-1,-1,-1,-1,672,2504
2163,-1,-1,-1,-1,-1,-1,279,466
2164,-1,-1,-1,-1,-1,-1,1959,6996
2165,-1,-1,-1,-1,-1,-1,1502,3251
2166,-1,-1,-1,-1,-1,-1,2315,-1
2167,-1,-1,-1,-1,-1,-1,294,331
2168,-1,-1,-1,-1,-1,-1,1119,4152
2169,-1,-1,-1,-1,-1,-1,1359,4624
2170,-1,-1,-1,-1,-1,-1,869,-1
2171,-1,-1,-1,-1,-1,-1,1962,-1
2172,-1,-1,-1,-1,-1,-1,607,-1
2173,-1,-1,-1,-1,-1,-1,571,331
2174,-1,-1,-1,-1,-1,-1,988,-1
2175,-1,-1,-1,-1,-1,-1,2027,-1
2176,-1,-1,-1,-1,-1,-1,627,500
2177,-1,-1,-1,-1,-1,-1,1782,6255
2178,-1,-1,-1,-1,-1,-1,301,-1
2179,-1,-1,-1,-1,-1,-1,161,-1
2180,-1,-1,-1,-1,-1,-1,1403,-1
2181,-1,-1,-1,-1,-1,-1,730,-1
2182,-1,-1,-1,-1,-1,-1,974,-1
2183,-1,-1,-1,-1,-1,-1,2519,-1
2184,-1,-1,-1,-1,-1,-1,1305,-1
2185,-1,-1,-1,-1,-1,-1,5821,-1
2186,-1,-1,-1,-1,-1,-1,570,-1
2187,-1,-1,-1,-1,-1,-1,1155,-1
2188,-1,-1,-1,-1,-1,-1,156,-1
2189,-1,-1,-1,-1,-1,-1,1499,-1
2190,-1,-1,-1,-1,-1,-1,1899,-1
2191,-1,-1,-1,-1,-1,-1,1577,-1
2192,-1,-1,-1,-1,-1,-1,1205,940
2193,-1,-1,-1,-1,-1,-1,711,2826
2194,-1,-1,-1,-1,-1,-1,1444,-1
2195,-1,-1,-1,-1,-1,-1,832,-1
2196,-1,-1,-1,-1,-1,-1,1728,-1
2197,-1,-1,-1,-1,-1,-1,1073,-1
2198,-1,-1,-1,-1,-1,-1,857,2474
2199,-1,-1,-1,-1,-1,-1,1591,-1
2200,-1,-1,-1,-1,-1,-1,1325,5306
2201,-1,-1,-1,-1,-1,-1,568,-1
2202,-1,-1,-1,-1,-1,-1,115,-1
2203,-1,-1,-1,-1,-1,-1,1054,1035
2204,-1,-1,-1,-1,-1,-1,500,-1
2205,-1,-1,-1,-1,-1,-1,1269,-1
2206,-1,-1,-1,-1,-1,-1,672,-1
2207,-1,-1,-1,-1,-1,-1,676,669
2208,-1,-1,-1,-1,-1,-1,570,455
2209,-1,-1,-1,-1,-1,-1,256,-1
2210,-1,-1,-1,-1,-1,-1,571,525
2211,-1,-1,-1,-1,-1,-1,606,434
2212,-1,-1,-1,-1,-1,-1,214,-1
2213,-1,-1,-1,-1,-1,-1,1109,-1
2214,-1,-1,-1,-1,-1,-1,1950,5259
2215,-1,-1,-1,-1,-1,-1,1480,-1
2216,-1,-1,-1,-1,-1,-1,258,-1
2217,-1,-1,-1,-1,-1,-1,2449,-1
2218,-1,-1,-1,-1,-1,-1,1172,-1
2219,-1,-1,-1,-1,-1,-1,347,2858
2220,-1,-1,-1,-1,-1,-1,310,-1
2221,-1,-1,-1,-1,-1,-1,1965,-1
2222,-1,-1,-1,-1,-1,-1,196,-1
2223,-1,-1,-1,-1,-1,-1,1042,-1
2224,-1,-1,-1,-1,-1,-1,387,2858
2225,-1,-1,-1,-1,-1,-1,226,182
2226,-1,-1,-1,-1,-1,-1,2117,-1
2227,-1,-1,-1,-1,-1,-1,272,-1
2228,-1,-1,-1,-1,-1,-1,805,4195
2229,-1,-1,-1,-1,-1,-1,595,-1
2230,-1,-1,-1,-1,-1,-1,604,1895
2231,-1,-1,-1,-1,-1,-1,1204,-1
2232,-1,-1,-1,-1,-1,-1,710,4249
2233,-1,-1,-1,-1,-1,-1,1133,4167
2234,-1,-1,-1,-1,-1,-1,864,-1
2235,-1,-1,-1,-1,-1,-1,436,-1
2236,-1,-1,-1,-1,-1,-1,642,-1
2237,-1,-1,-1,-1,-1,-1,898,-1
2238,-1,-1,-1,-1,-1,-1,217,389
2239,-1,-1,-1,-1,-1,-1,305,168
2240,-1,-1,-1,-1,-1,-1,963,3412
2241,-1,-1,-1,-1,-1,-1,234,-1
2242,-1,-1,-1,-1,-1,-1,260,-1
2243,-1,-1,-1,-1,-1,-1,168,437
2244,-1,-1,-1,-1,-1,-1,1204,-1
2245,-1,-1,-1,-1,-1,-1,548,-1
2246,-1,-1,-1,-1,-1,-1,958,-1
2247,-1,-1,-1,-1,-1,-1,976,2259
2248,-1,-1,-1,-1,-1,-1,330,1894
2249,-1,-1,-1,-1,-1,-1,1475,-1
2250,-1,-1,-1,-1,-1,-1,817,-1
2251,-1,-1,-1,-1,-1,-1,1278,-1
2252,-1,-1,-1,-1,-1,-1,1963,-1
2253,-1,-1,-1,-1,-1,-1,130,-1
2254,-1,-1,-1,-1,-1,-1,1574,-1
2255,-1,-1,-1,-1,-1,-1,344,-1
2256,-1,-1,-1,-1,-1,-1,122,190
2257,-1,-1,-1,-1,-1,-1,1198,-1
2258,-1,-1,-1,-1,-1,-1,176,8705
2259,-1,-1,-1,-1,-1,-1,1700,-1
2260,-1,-1,-1,-1,-1,-1,476,-1
2261,-1,-1,-1,-1,-1,-1,71574,-1
2262,-1,-1,-1,-1,-1,-1,203,395
2263,-1,-1,-1,-1,-1,-1,735,-1
2264,-1,-1,-1,-1,-1,-1,2048,-1
2265,-1,-1,-1,-1,-1,-1,104,-1
2266,-1,-1,-1,-1,-1,-1,1132,-1
2267,-1,-1,-1,-1,-1,-1,159,310
2268,-1,-1,-1,-1,-1,-1,347,2100
2269,-1,-1,-1,-1,-1,-1,800,-1
2270,-1,-1,-1,-1,-1,-1,226,-1
2271,-1,-1,-1,-1,-1,-1,737,-1
2272,-1,-1,-1,-1,-1,-1,571,-1
2273,-1,-1,-1,-1,-1,-1,1150,-1
2274,-1,-1,-1,-1,-1,-1,651,-1
2275,-1,-1,-1,-1,-1,-1,173,-1
2276,-1,-1,-1,-1,-1,-1,303,-1
2277,-1,-1,-1,-1,-1,-1,136,-1
2278,-1,-1,-1,-1,-1,-1,-1,528
2279,-1,-1,-1,-1,-1,-1,-1,1253
2280,-1,-1,-1,-1,-1,-1,-1,639
2281,-1,-1,-1,-1,-1,-1,-1,676
2282,-1,-1,-1,-1,-1,-1,-1,184
2283,-1,-1,-1,-1,-1,-1,-1,2666
2284,-1,-1,-1,-1,-1,-1,-1,255
2285,-1,-1,-1,-1,-1,-1,-1,267
2286,-1,-1,-1,-1,-1,-1,-1,239
2287,-1,-1,-1,-1,-1,-1,-1,252
2288,-1,-1,-1,-1,-1,-1,-1,141
2289,-1,-1,-1,-1,-1,-1,-1,857
2290,-1,-1,-1,-1,-1,-1,-1,393
2291,-1,-1,-1,-1,-1,-1,-1,173
2292,-1,-1,-1,-1,-1,-1,-1,610
2293,-1,-1,-1,-1,-1,-1,-1,316
2294,-1,-1,-1,-1,-1,-1,-1,142
2295,-1,-1,-1,-1,-1,-1,-1,292
2296,-1,-1,-1,-1,-1,-1,-1,126
2297,-1,-1,-1,-1,-1,-1,-1,345
2298,-1,-1,-1,-1,-1,-1,-1,118
2299,-1,-1,-1,-1,-1,-1,-1,440
2300,-1,-1,-1,-1,-1,-1,-1,165
2301,-1,-1,-1,-1,-1,-1,-1,321
2302,-1,-1,-1,-1,-1,-1,-1,137
2303,-1,-1,-1,-1,-1,-1,-1,240
2304,-1,-1,-1,-1,-1,-1,-1,1006
2305,-1,-1,-1,-1,-1,-1,-1,130
2306,-1,-1,-1,-1,-1,-1,-1,146
2307,-1,-1,-1,-1,-1,-1,-1,222
2308,-1,-1,-1,-1,-1,-1,-1,245
2309,-1,-1,-1,-1,-1,-1,-1,174
2310,-1,-1,-1,-1,-1,-1,-1,202
2311,-1,-1,-1,-1,-1,-1,-1,126
2312,-1,-1,-1,-1,-1,-1,-1,440
2313,-1,-1,-1,-1,-1,-1,-1,1237
2314,-1,-1,-1,-1,-1,-1,-1,676
2315,-1,-1,-1,-1,-1,-1,-1,334
2316,-1,-1,-1,-1,-1,-1,-1,122
2317,-1,-1,-1,-1,-1,-1,-1,392
2318,-1,-1,-1,-1,-1,-1,-1,222
2319,-1,-1,-1,-1,-1,-1,-1,188
2320,-1,-1,-1,-1,-1,-1,-1,218
2321,-1,-1,-1,-1,-1,-1,-1,139
2322,-1,-1,-1,-1,-1,-1,-1,325
2323,-1,-1,-1,-1,-1,-1,-1,294
2324,-1,-1,-1,-1,-1,-1,-1,360
2325,-1,-1,-1,-1,-1,-1,-1,350
2326,-1,-1,-1,-1,-1,-1,-1,381
2327,-1,-1,-1,-1,-1,-1,-1,547
2328,-1,-1,-1,-1,-1,-1,-1,453
2329,-1,-1,-1,-1,-1,-1,-1,307
2330,-1,-1,-1,-1,-1,-1,-1,414
2331,-1,-1,-1,-1,-1,-1,-1,137
2332,-1,-1,-1,-1,-1,-1,-1,156
2333,-1,-1,-1,-1,-1,-1,-1,250
2334,-1,-1,-1,-1,-1,-1,-1,198
2335,-1,-1,-1,-1,-1,-1,-1,914
2336,-1,-1,-1,-1,-1,-1,-1,382
2337,-1,-1,-1,-1,-1,-1,-1,1249
2338,-1,-1,-1,-1,-1,-1,-1,340
2339,-1,-1,-1,-1,-1,-1,-1,1243
2340,-1,-1,-1,-1,-1,-1,-1,266
2341,-1,-1,-1,-1,-1,-1,-1,1840
2342,-1,-1,-1,-1,-1,-1,-1,1459
2343,-1,-1,-1,-1,-1,-1,-1,569
2344,-1,-1,-1,-1,-1,-1,-1,3631
2345,-1,-1,-1,-1,-1,-1,-1,346
2346,-1,-1,-1,-1,-1,-1,-1,296
2347,-1,-1,-1,-1,-1,-1,-1,263
2348,-1,-1,-1,-1,-1,-1,-1,184
2349,-1,-1,-1,-1,-1,-1,-1,117
2350,-1,-1,-1,-1,-1,-1,-1,264
2351,-1,-1,-1,-1,-1,-1,-1,212
2352,-1,-1,-1,-1,-1,-1,-1,253
2353,-1,-1,-1,-1,-1,-1,-1,197
2354,-1,-1,-1,-1,-1,-1,-1,1444
2355,-1,-1,-1,-1,-1,-1,-1,257
2356,-1,-1,-1,-1,-1,-1,-1,143
2357,-1,-1,-1,-1,-1,-1,-1,902
2358,-1,-1,-1,-1,-1,-1,-1,102
2359,-1,-1,-1,-1,-1,-1,-1,164
2360,-1,-1,-1,-1,-1,-1,-1,258
2361,-1,-1,-1,-1,-1,-1,-1,198
2362,-1,-1,-1,-1,-1,-1,-1,114
2363,-1,-1,-1,-1,-1,-1,-1,126
2364,-1,-1,-1,-1,-1,-1,-1,188
2365,-1,-1,-1,-1,-1,-1,-1,182
2366,-1,-1,-1,-1,-1,-1,-1,154
2367,-1,-1,-1,-1,-1,-1,-1,241
2368,-1,-1,-1,-1,-1,-1,-1,254
2369,-1,-1,-1,-1,-1,-1,-1,364
2370,-1,-1,-1,-1,-1,-1,-1,1031
2371,-1,-1,-1,-1,-1,-1,-1,353
2372,-1,-1,-1,-1,-1,-1,-1,285
2373,-1,-1,-1,-1,-1,-1,-1,599
2374,-1,-1,-1,-1,-1,-1,-1,1072
2375,-1,-1,-1,-1,-1,-1,-1,228
2376,-1,-1,-1,-1,-1,-1,-1,159
2377,-1,-1,-1,-1,-1,-1,-1,154
2378,-1,-1,-1,-1,-1,-1,-1,1406
2379,-1,-1,-1,-1,-1,-1,-1,166
2380,-1,-1,-1,-1,-1,-1,-1,3473
2381,-1,-1,-1,-1,-1,-1,-1,256
2382,-1,-1,-1,-1,-1,-1,-1,203
2383,-1,-1,-1,-1,-1,-1,-1,307
2384,-1,-1,-1,-1,-1,-1,-1,174
2385,-1,-1,-1,-1,-1,-1,-1,345
2386,-1,-1,-1,-1,-1,-1,-1,1158
2387,-1,-1,-1,-1,-1,-1,-1,8374
2388,-1,-1,-1,-1,-1,-1,-1,203
2389,-1,-1,-1,-1,-1,-1,-1,248
2390,-1,-1,-1,-1,-1,-1,-1,178
2391,-1,-1,-1,-1,-1,-1,-1,324
2392,-1,-1,-1,-1,-1,-1,-1,656
2393,-1,-1,-1,-1,-1,-1,-1,704
2394,-1,-1,-1,-1,-1,-1,-1,176
2395,-1,-1,-1,-1,-1,-1,-1,424
2396,-1,-1,-1,-1,-1,-1,-1,126
2397,-1,-1,-1,-1,-1,-1,-1,1655
2398,-1,-1,-1,-1,-1,-1,-1,3064
2399,-1,-1,-1,-1,-1,-1,-1,685
2400,-1,-1,-1,-1,-1,-1,-1,930
2401,-1,-1,-1,-1,-1,-1,-1,270
2402,-1,-1,-1,-1,-1,-1,-1,227
2403,-1,-1,-1,-1,-1,-1,-1,148
2404,-1,-1,-1,-1,-1,-1,-1,180
2405,-1,-1,-1,-1,-1,-1,-1,166
2406,-1,-1,-1,-1,-1,-1,-1,776
2407,-1,-1,-1,-1,-1,-1,-1,186
2408,-1,-1,-1,-1,-1,-1,-1,323
2409,-1,-1,-1,-1,-1,-1,-1,158
2410,-1,-1,-1,-1,-1,-1,-1,202
2411,-1,-1,-1,-1,-1,-1,-1,210
2412,-1,-1,-1,-1,-1,-1,-1,318
2413,-1,-1,-1,-1,-1,-1,-1,291
2414,-1,-1,-1,-1,-1,-1,-1,701
2415,-1,-1,-1,-1,-1,-1,-1,228
2416,-1,-1,-1,-1,-1,-1,-1,121
2417,-1,-1,-1,-1,-1,-1,-1,259
2418,-1,-1,-1,-1,-1,-1,-1,118
2419,-1,-1,-1,-1,-1,-1,-1,260
2420,-1,-1,-1,-1,-1,-1,-1,152
2421,-1,-1,-1,-1,-1,-1,-1,162
2422,-1,-1,-1,-1,-1,-1,-1,134
2423,-1,-1,-1,-1,-1,-1,-1,1123
2424,-1,-1,-1,-1,-1,-1,-1,120
2425,-1,-1,-1,-1,-1,-1,-1,2819
2426,-1,-1,-1,-1,-1,-1,-1,239
2427,-1,-1,-1,-1,-1,-1,-1,234
2428,-1,-1,-1,-1,-1,-1,-1,169
2429,-1,-1,-1,-1,-1,-1,-1,2697
2430,-1,-1,-1,-1,-1,-1,-1,695
2431,-1,-1,-1,-1,-1,-1,-1,2522
2432,-1,-1,-1,-1,-1,-1,-1,1278
2433,-1,-1,-1,-1,-1,-1,-1,698
2434,-1,-1,-1,-1,-1,-1,-1,224
2435,-1,-1,-1,-1,-1,-1,-1,118
2436,-1,-1,-1,-1,-1,-1,-1,355
2437,-1,-1,-1,-1,-1,-1,-1,335
2438,-1,-1,-1,-1,-1,-1,-1,196
2439,-1,-1,-1,-1,-1,-1,-1,216
2440,-1,-1,-1,-1,-1,-1,-1,187
2441,-1,-1,-1,-1,-1,-1,-1,1155
2442,-1,-1,-1,-1,-1,-1,-1,2242
2443,-1,-1,-1,-1,-1,-1,-1,230
2444,-1,-1,-1,-1,-1,-1,-1,1288
2445,-1,-1,-1,-1,-1,-1,-1,1841
2446,-1,-1,-1,-1,-1,-1,-1,2063
2447,-1,-1,-1,-1,-1,-1,-1,2449
2448,-1,-1,-1,-1,-1,-1,-1,1612
2449,-1,-1,-1,-1,-1,-1,-1,328
2450,-1,-1,-1,-1,-1,-1,-1,199
2451,-1,-1,-1,-1,-1,-1,-1,2927
2452,-1,-1,-1,-1,-1,-1,-1,1647
2453,-1,-1,-1,-1,-1,-1,-1,2631
2454,-1,-1,-1,-1,-1,-1,-1,3763
2455,-1,-1,-1,-1,-1,-1,-1,118
2456,-1,-1,-1,-1,-1,-1,-1,102
2457,-1,-1,-1,-1,-1,-1,-1,2261
2458,-1,-1,-1,-1,-1,-1,-1,2980
