,2014,2015,2016,2017,2018,2019,2020,2021
1078,-1,1129,-1,-1,-1,-1,-1,-1
1079,-1,189,-1,-1,-1,-1,-1,-1
1080,-1,2741,10628,-1,-1,-1,-1,-1
1081,-1,1366,-1,-1,-1,-1,-1,-1
1082,-1,3103,-1,-1,-1,-1,-1,-1
1083,-1,3574,-1,-1,-1,-1,-1,-1
1084,-1,282,1786,-1,-1,-1,-1,-1
1085,-1,230,3221,-1,-1,-1,-1,-1
1086,-1,1888,-1,-1,-1,-1,-1,-1
1087,-1,317,-1,-1,-1,-1,-1,-1
1088,-1,796,1786,-1,-1,-1,-1,-1
1089,-1,644,5293,-1,-1,-1,-1,-1
1090,-1,245,1773,-1,-1,-1,-1,-1
1091,-1,814,4306,-1,-1,-1,-1,-1
1092,-1,5916,-1,-1,-1,-1,-1,-1
1093,-1,7039,-1,-1,-1,-1,-1,-1
1094,-1,205,-1,-1,-1,-1,-1,-1
1095,-1,2900,-1,-1,-1,-1,-1,-1
1096,-1,2223,10255,20361,-1,-1,-1,-1
1097,-1,1120,-1,-1,-1,-1,-1,-1
1098,-1,2494,-1,-1,-1,-1,-1,-1
1099,-1,2729,-1,-1,-1,-1,-1,-1
1100,-1,2457,-1,-1,-1,-1,-1,-1
1101,-1,4227,-1,-1,-1,-1,-1,-1
1102,-1,2469,-1,-1,-1,-1,-1,-1
1103,-1,2141,-1,-1,-1,-1,-1,-1
1104,-1,2883,-1,-1,-1,-1,-1,-1
1105,-1,3160,9983,19051,-1,-1,-1,-1
1106,-1,368,-1,-1,-1,-1,-1,-1
1107,-1,4977,-1,-1,-1,-1,-1,-1
1108,-1,3776,10203,-1,-1,-1,-1,-1
1109,-1,2435,8050,-1,-1,-1,-1,-1
1110,-1,2162,-1,-1,-1,-1,-1,-1
1111,-1,10646,-1,-1,-1,-1,-1,-1
1112,-1,1594,3163,-1,-1,-1,-1,-1
1113,-1,4244,-1,-1,-1,-1,-1,-1
1114,-1,5650,-1,-1,-1,-1,-1,-1
1115,-1,1377,-1,-1,-1,-1,-1,-1
1116,-1,2223,7506,-1,-1,-1,-1,-1
1117,-1,1424,-1,-1,-1,-1,-1,-1
1118,-1,5071,-1,-1,-1,-1,-1,-1
1119,-1,3739,-1,-1,-1,-1,-1,-1
1120,-1,1567,-1,-1,-1,-1,-1,-1
1121,-1,3304,-1,-1,-1,-1,-1,-1
1122,-1,3292,-1,-1,-1,-1,-1,-1
1123,-1,3920,-1,-1,-1,-1,-1,-1
1124,-1,1813,6584,12388,-1,-1,-1,-1
1125,-1,1229,5547,-1,-1,-1,-1,-1
1126,-1,2271,7693,14498,20423,-1,-1,-1
1127,-1,4880,13630,-1,-1,-1,-1,-1
1128,-1,1466,5679,-1,-1,-1,-1,-1
1129,-1,3910,12681,-1,-1,-1,-1,-1
1130,-1,5590,18741,28620,-1,-1,-1,-1
1131,-1,1191,-1,-1,-1,-1,-1,-1
1132,-1,3608,10298,-1,-1,-1,-1,-1
1133,-1,3088,-1,-1,-1,-1,-1,-1
1134,-1,2734,9336,17253,-1,-1,-1,-1
1135,-1,1014,5412,-1,-1,-1,-1,-1
1136,-1,3735,-1,-1,-1,-1,-1,-1
1137,-1,3762,-1,-1,-1,-1,-1,-1
1138,-1,2456,-1,-1,-1,-1,-1,-1
1139,-1,1270,5812,-1,-1,-1,-1,-1
1140,-1,2403,-1,-1,-1,-1,-1,-1
1141,-1,2796,8664,-1,-1,-1,-1,-1
1142,-1,2494,7384,-1,-1,-1,-1,-1
1143,-1,1737,-1,-1,-1,-1,-1,-1
1144,-1,1260,-1,-1,-1,-1,-1,-1
1145,-1,4531,-1,-1,-1,-1,-1,-1
1146,-1,1482,7807,-1,-1,-1,-1,-1
1147,-1,4504,-1,-1,-1,-1,-1,-1
1148,-1,2571,-1,-1,-1,-1,-1,-1
1149,-1,1890,-1,-1,-1,-1,-1,-1
1150,-1,913,-1,-1,-1,-1,-1,-1
1151,-1,2521,7124,-1,-1,-1,-1,-1
1152,-1,1300,-1,-1,-1,-1,-1,-1
1153,-1,3127,-1,-1,-1,-1,-1,-1
1154,-1,2370,-1,-1,-1,-1,-1,-1
1155,-1,1654,4383,-1,-1,-1,-1,-1
1156,-1,900,4401,8924,15222,-1,-1,-1
1157,-1,5499,-1,-1,-1,-1,-1,-1
1158,-1,3095,-1,-1,-1,-1,-1,-1
1159,-1,2493,-1,-1,-1,-1,-1,-1
1160,-1,3464,-1,-1,-1,-1,-1,-1
1161,-1,3009,7315,13735,-1,-1,-1,-1
1162,-1,1163,3992,-1,-1,-1,-1,-1
1163,-1,2993,-1,-1,-1,-1,-1,-1
1164,-1,2392,4874,-1,-1,-1,-1,-1
1165,-1,3790,9870,17530,-1,-1,-1,-1
1166,-1,4901,-1,-1,-1,-1,-1,-1
1167,-1,1064,-1,-1,-1,-1,-1,-1
1168,-1,3627,10536,-1,-1,-1,-1,-1
1169,-1,5098,10973,-1,-1,-1,-1,-1
1170,-1,1923,-1,-1,-1,-1,-1,-1
1171,-1,1480,5645,-1,-1,-1,-1,-1
1172,-1,4310,10864,-1,-1,-1,-1,-1
1173,-1,1234,-1,-1,-1,-1,-1,-1
1174,-1,1968,-1,-1,-1,-1,-1,-1
1175,-1,3593,10361,20733,36664,-1,-1,-1
1176,-1,996,-1,-1,-1,-1,-1,-1
1177,-1,2161,8290,-1,-1,-1,-1,-1
1178,-1,2672,-1,-1,-1,-1,-1,-1
1179,-1,3540,6984,-1,-1,-1,-1,-1
1180,-1,2836,-1,-1,-1,-1,-1,-1
1181,-1,1389,1609,3357,-1,-1,-1,-1
1182,-1,2661,8013,-1,-1,-1,-1,-1
1183,-1,932,3936,-1,-1,-1,-1,-1
1184,-1,674,-1,-1,-1,-1,-1,-1
1185,-1,3797,11206,-1,-1,-1,-1,-1
1186,-1,2884,-1,-1,-1,-1,-1,-1
1187,-1,2599,-1,-1,-1,-1,-1,-1
1188,-1,1531,3983,8232,-1,-1,-1,-1
1189,-1,2541,7972,-1,-1,-1,-1,-1
1190,-1,4694,-1,-1,-1,-1,-1,-1
1191,-1,2919,5409,11762,-1,-1,-1,-1
1192,-1,2323,9749,-1,-1,-1,-1,-1
1193,-1,3427,9749,-1,-1,-1,-1,-1
1194,-1,1399,6548,-1,-1,-1,-1,-1
1195,-1,2748,-1,-1,-1,-1,-1,-1
1196,-1,2415,6770,-1,-1,-1,-1,-1
1197,-1,4443,13853,-1,-1,-1,-1,-1
1198,-1,3584,6777,-1,-1,-1,-1,-1
1199,-1,4409,14641,-1,-1,-1,-1,-1
1200,-1,2419,-1,-1,-1,-1,-1,-1
1201,-1,12098,20903,-1,-1,-1,-1,-1
1202,-1,2815,-1,-1,-1,-1,-1,-1
1203,-1,1182,4366,-1,-1,-1,-1,-1
1204,-1,1644,-1,-1,-1,-1,-1,-1
1205,-1,1007,3408,-1,-1,-1,-1,-1
1206,-1,222,-1,-1,-1,-1,-1,-1
1207,-1,2512,-1,-1,-1,-1,-1,-1
1208,-1,1209,1742,4488,-1,-1,-1,-1
1209,-1,608,3010,-1,-1,-1,-1,-1
1210,-1,1851,6287,-1,-1,-1,-1,-1
1211,-1,1653,-1,-1,-1,-1,-1,-1
1212,-1,5039,-1,-1,-1,-1,-1,-1
1213,-1,2741,7902,-1,-1,-1,-1,-1
1214,-1,2264,4582,-1,-1,-1,-1,-1
1215,-1,3064,-1,-1,-1,-1,-1,-1
1216,-1,4647,16256,-1,-1,-1,-1,-1
1217,-1,2537,7021,-1,-1,-1,-1,-1
1218,-1,2526,5502,-1,-1,-1,-1,-1
1219,-1,1861,-1,-1,-1,-1,-1,-1
1220,-1,2186,-1,-1,-1,-1,-1,-1
1221,-1,3507,-1,-1,-1,-1,-1,-1
1222,-1,1683,-1,-1,-1,-1,-1,-1
1223,-1,1251,-1,-1,-1,-1,-1,-1
1224,-1,2343,-1,-1,-1,-1,-1,-1
1225,-1,570,2128,-1,-1,-1,-1,-1
1226,-1,3068,9083,-1,-1,-1,-1,-1
1227,-1,2203,7584,-1,-1,-1,-1,-1
1228,-1,1462,4016,-1,-1,-1,-1,-1
1229,-1,2844,7729,-1,-1,-1,-1,-1
1230,-1,1387,4677,-1,-1,-1,-1,-1
1231,-1,563,-1,-1,-1,-1,-1,-1
1232,-1,7381,15538,-1,-1,-1,-1,-1
1233,-1,2549,-1,-1,-1,-1,-1,-1
1234,-1,15952,31322,-1,-1,-1,-1,-1
1235,-1,10220,19468,-1,-1,-1,-1,-1
1236,-1,6234,-1,-1,-1,-1,-1,-1
1237,-1,738,-1,-1,-1,-1,-1,-1
1238,-1,377,-1,-1,-1,-1,-1,-1
1239,-1,2489,-1,-1,-1,-1,-1,-1
1240,-1,7423,13358,-1,-1,-1,-1,-1
1241,-1,2286,7907,-1,-1,-1,-1,-1
1242,-1,1260,-1,-1,-1,-1,-1,-1
1243,-1,9380,-1,-1,-1,-1,-1,-1
1244,-1,6013,16166,-1,-1,-1,-1,-1
1245,-1,1734,-1,-1,-1,-1,-1,-1
1246,-1,863,-1,-1,-1,-1,-1,-1
1247,-1,114,-1,-1,-1,-1,-1,-1
1248,-1,1279,3398,-1,-1,-1,-1,-1
1249,-1,1461,-1,-1,-1,-1,-1,-1
1250,-1,2378,-1,-1,-1,-1,-1,-1
1251,-1,7741,-1,-1,-1,-1,-1,-1
1252,-1,1946,-1,-1,-1,-1,-1,-1
1253,-1,3722,-1,-1,-1,-1,-1,-1
1254,-1,3532,-1,-1,-1,-1,-1,-1
1255,-1,2187,-1,-1,-1,-1,-1,-1
1256,-1,165,-1,-1,-1,-1,-1,-1
1257,-1,2197,11384,-1,-1,-1,-1,-1
1258,-1,252,808,-1,-1,-1,-1,-1
1259,-1,134,-1,-1,-1,-1,-1,-1
1260,-1,3283,-1,-1,-1,-1,-1,-1
1261,-1,1445,-1,-1,-1,-1,-1,-1
1262,-1,120,-1,-1,-1,-1,-1,-1
1263,-1,472,-1,-1,-1,-1,-1,-1
1264,-1,-1,1616,-1,-1,-1,-1,-1
1265,-1,-1,1692,-1,-1,-1,-1,-1
1266,-1,-1,49814,-1,-1,-1,-1,-1
1267,-1,-1,1412,-1,-1,-1,-1,-1
1268,-1,-1,2015,-1,-1,-1,-1,-1
1269,-1,-1,2706,-1,-1,-1,-1,-1
1270,-1,-1,17956,-1,-1,-1,-1,-1
1271,-1,-1,11304,18740,-1,-1,-1,-1
1272,-1,-1,319,-1,-1,-1,-1,-1
1273,-1,-1,204,3791,-1,-1,-1,-1
1274,-1,-1,20106,-1,-1,-1,-1,-1
1275,-1,-1,2354,-1,-1,-1,-1,-1
1276,-1,-1,126,10236,-1,-1,-1,-1
1277,-1,-1,2417,4767,-1,-1,-1,-1
1278,-1,-1,11794,-1,-1,-1,-1,-1
1279,-1,-1,347,-1,-1,-1,-1,-1
1280,-1,-1,120,-1,-1,-1,-1,-1
1281,-1,-1,5136,11995,22688,38120,-1,-1
1282,-1,-1,11589,23694,38016,-1,-1,-1
1283,-1,-1,181,-1,-1,-1,-1,-1
1284,-1,-1,9387,16947,-1,-1,-1,-1
1285,-1,-1,125,-1,-1,-1,-1,-1
1286,-1,-1,17373,-1,-1,-1,-1,-1
1287,-1,-1,266,3980,-1,-1,-1,-1
1288,-1,-1,11429,21286,33786,-1,-1,-1
1289,-1,-1,16538,-1,-1,-1,-1,-1
1290,-1,-1,4578,-1,-1,-1,-1,-1
1291,-1,-1,2648,-1,-1,-1,-1,-1
1292,-1,-1,5036,8722,-1,-1,-1,-1
1293,-1,-1,6589,-1,-1,-1,-1,-1
1294,-1,-1,5714,-1,-1,-1,-1,-1
1295,-1,-1,207,-1,-1,-1,-1,-1
1296,-1,-1,2076,-1,-1,-1,-1,-1
1297,-1,-1,1472,-1,-1,-1,-1,-1
1298,-1,-1,2429,3394,-1,-1,-1,-1
1299,-1,-1,877,-1,-1,-1,-1,-1
1300,-1,-1,2160,1798,-1,-1,-1,-1
1301,-1,-1,3701,5149,-1,-1,-1,-1
1302,-1,-1,6585,13580,-1,-1,-1,-1
1303,-1,-1,2707,1798,-1,-1,-1,-1
1304,-1,-1,5172,9851,-1,-1,-1,-1
1305,-1,-1,3475,9382,-1,-1,-1,-1
1306,-1,-1,351,-1,-1,-1,-1,-1
1307,-1,-1,10101,-1,-1,-1,-1,-1
1308,-1,-1,230,-1,-1,-1,-1,-1
1309,-1,-1,124,-1,-1,-1,-1,-1
1310,-1,-1,278,-1,-1,-1,-1,-1
1311,-1,-1,451,-1,-1,-1,-1,-1
1312,-1,-1,4867,-1,-1,-1,-1,-1
1313,-1,-1,3400,-1,-1,-1,-1,-1
1314,-1,-1,866,2152,-1,-1,-1,-1
1315,-1,-1,5040,-1,-1,-1,-1,-1
1316,-1,-1,6817,12383,-1,-1,-1,-1
1317,-1,-1,1879,-1,-1,-1,-1,-1
1318,-1,-1,2169,-1,-1,-1,-1,-1
1319,-1,-1,22069,-1,-1,-1,-1,-1
1320,-1,-1,429,-1,-1,-1,-1,-1
1321,-1,-1,401,-1,-1,-1,-1,-1
1322,-1,-1,9226,-1,-1,-1,-1,-1
1323,-1,-1,2937,5775,8119,-1,-1,-1
1324,-1,-1,921,2211,3874,-1,-1,-1
1325,-1,-1,10810,-1,-1,-1,-1,-1
1326,-1,-1,316,-1,-1,-1,-1,-1
1327,-1,-1,236,-1,-1,-1,-1,-1
1328,-1,-1,102,-1,-1,-1,-1,-1
1329,-1,-1,360,-1,-1,-1,-1,-1
1330,-1,-1,2601,5554,-1,-1,-1,-1
1331,-1,-1,139,4617,-1,-1,-1,-1
1332,-1,-1,3153,6864,-1,-1,-1,-1
1333,-1,-1,237,-1,-1,-1,-1,-1
1334,-1,-1,388,-1,-1,-1,-1,-1
1335,-1,-1,1992,-1,-1,-1,-1,-1
1336,-1,-1,11349,-1,-1,-1,-1,-1
1337,-1,-1,226,-1,-1,-1,-1,-1
1338,-1,-1,1678,4861,-1,-1,-1,-1
1339,-1,-1,158,-1,-1,-1,-1,-1
1340,-1,-1,152,-1,-1,-1,-1,-1
1341,-1,-1,345,-1,-1,-1,-1,-1
1342,-1,-1,2466,-1,-1,-1,-1,-1
1343,-1,-1,1769,-1,-1,-1,-1,-1
1344,-1,-1,3007,6551,-1,-1,-1,-1
1345,-1,-1,458,-1,-1,-1,-1,-1
1346,-1,-1,883,-1,-1,-1,-1,-1
1347,-1,-1,577,-1,-1,-1,-1,-1
1348,-1,-1,174,-1,-1,-1,-1,-1
1349,-1,-1,225,-1,-1,-1,-1,-1
1350,-1,-1,353,-1,-1,-1,-1,-1
1351,-1,-1,114,-1,-1,-1,-1,-1
1352,-1,-1,236,-1,-1,-1,-1,-1
1353,-1,-1,487,-1,-1,-1,-1,-1
1354,-1,-1,196,573,574,-1,-1,-1
1355,-1,-1,10259,-1,-1,-1,-1,-1
1356,-1,-1,404,-1,-1,-1,-1,-1
1357,-1,-1,620,-1,-1,-1,-1,-1
1358,-1,-1,144,-1,-1,-1,-1,-1
1359,-1,-1,4690,-1,-1,-1,-1,-1
1360,-1,-1,8178,-1,-1,-1,-1,-1
1361,-1,-1,7606,-1,-1,-1,-1,-1
1362,-1,-1,16083,-1,-1,-1,-1,-1
1363,-1,-1,4644,-1,-1,-1,-1,-1
1364,-1,-1,12443,-1,-1,-1,-1,-1
1365,-1,-1,21740,-1,-1,-1,-1,-1
1366,-1,-1,20226,-1,-1,-1,-1,-1
1367,-1,-1,574,-1,-1,-1,-1,-1
1368,-1,-1,6905,-1,-1,-1,-1,-1
1369,-1,-1,207,-1,-1,-1,-1,-1
1370,-1,-1,10495,-1,-1,-1,-1,-1
1371,-1,-1,1886,-1,-1,-1,-1,-1
1372,-1,-1,1848,-1,-1,-1,-1,-1
1373,-1,-1,-1,636,-1,-1,-1,-1
1374,-1,-1,-1,344,-1,-1,-1,-1
1375,-1,-1,-1,1069,-1,-1,-1,-1
1376,-1,-1,-1,2543,-1,-1,-1,-1
1377,-1,-1,-1,2903,8197,-1,-1,-1
1378,-1,-1,-1,1611,-1,-1,-1,-1
1379,-1,-1,-1,345,-1,-1,-1,-1
1380,-1,-1,-1,950,-1,-1,-1,-1
1381,-1,-1,-1,688,-1,-1,-1,-1
1382,-1,-1,-1,716,-1,-1,-1,-1
1383,-1,-1,-1,702,-1,-1,-1,-1
1384,-1,-1,-1,536,-1,-1,-1,-1
1385,-1,-1,-1,342,-1,-1,-1,-1
1386,-1,-1,-1,445,-1,-1,-1,-1
1387,-1,-1,-1,171,-1,-1,-1,-1
1388,-1,-1,-1,8176,-1,-1,-1,-1
1389,-1,-1,-1,7424,-1,-1,-1,-1
1390,-1,-1,-1,854,-1,-1,-1,-1
1391,-1,-1,-1,8610,-1,-1,-1,-1
1392,-1,-1,-1,580,5072,-1,-1,-1
1393,-1,-1,-1,18400,-1,-1,-1,-1
1394,-1,-1,-1,2671,-1,-1,-1,-1
1395,-1,-1,-1,2042,-1,-1,-1,-1
1396,-1,-1,-1,3202,8327,16916,-1,-1
1397,-1,-1,-1,1671,-1,-1,-1,-1
1398,-1,-1,-1,114,-1,-1,-1,-1
1399,-1,-1,-1,183,-1,-1,-1,-1
1400,-1,-1,-1,1488,-1,-1,-1,-1
1401,-1,-1,-1,4671,-1,-1,-1,-1
1402,-1,-1,-1,776,-1,-1,-1,-1
1403,-1,-1,-1,7120,-1,-1,-1,-1
1404,-1,-1,-1,1825,4421,-1,-1,-1
1405,-1,-1,-1,9966,14606,-1,-1,-1
1406,-1,-1,-1,643,-1,-1,-1,-1
1407,-1,-1,-1,947,-1,-1,-1,-1
1408,-1,-1,-1,1038,-1,-1,-1,-1
1409,-1,-1,-1,3483,10307,-1,-1,-1
1410,-1,-1,-1,1055,-1,-1,-1,-1
1411,-1,-1,-1,282,-1,-1,-1,-1
1412,-1,-1,-1,909,-1,-1,-1,-1
1413,-1,-1,-1,317,-1,-1,-1,-1
1414,-1,-1,-1,804,-1,-1,-1,-1
1415,-1,-1,-1,2319,-1,-1,-1,-1
1416,-1,-1,-1,296,-1,-1,-1,-1
1417,-1,-1,-1,2181,-1,-1,-1,-1
1418,-1,-1,-1,1145,-1,-1,-1,-1
1419,-1,-1,-1,1604,-1,-1,-1,-1
1420,-1,-1,-1,1901,-1,-1,-1,-1
1421,-1,-1,-1,2442,-1,-1,-1,-1
1422,-1,-1,-1,2554,-1,-1,-1,-1
1423,-1,-1,-1,1033,-1,-1,-1,-1
1424,-1,-1,-1,1522,-1,-1,-1,-1
1425,-1,-1,-1,2604,-1,-1,-1,-1
1426,-1,-1,-1,1178,-1,-1,-1,-1
1427,-1,-1,-1,1017,-1,-1,-1,-1
1428,-1,-1,-1,9568,14335,17954,-1,-1
1429,-1,-1,-1,1255,-1,-1,-1,-1
1430,-1,-1,-1,2420,-1,-1,-1,-1
1431,-1,-1,-1,1067,-1,-1,-1,-1
1432,-1,-1,-1,2236,-1,-1,-1,-1
1433,-1,-1,-1,363,-1,-1,-1,-1
1434,-1,-1,-1,5040,-1,-1,-1,-1
1435,-1,-1,-1,255,-1,-1,-1,-1
1436,-1,-1,-1,661,-1,-1,-1,-1
1437,-1,-1,-1,1582,-1,-1,-1,-1
1438,-1,-1,-1,2723,-1,-1,-1,-1
1439,-1,-1,-1,3062,-1,-1,-1,-1
1440,-1,-1,-1,2134,-1,-1,-1,-1
1441,-1,-1,-1,3486,-1,-1,-1,-1
1442,-1,-1,-1,3351,-1,-1,-1,-1
1443,-1,-1,-1,10050,-1,-1,-1,-1
1444,-1,-1,-1,2885,-1,-1,-1,-1
1445,-1,-1,-1,300,-1,-1,-1,-1
1446,-1,-1,-1,2358,-1,-1,-1,-1
1447,-1,-1,-1,3747,11390,-1,-1,-1
1448,-1,-1,-1,4555,-1,-1,-1,-1
1449,-1,-1,-1,5041,-1,-1,-1,-1
1450,-1,-1,-1,16373,-1,-1,-1,-1
1451,-1,-1,-1,3032,6946,-1,-1,-1
1452,-1,-1,-1,837,-1,-1,-1,-1
1453,-1,-1,-1,1965,-1,-1,-1,-1
1454,-1,-1,-1,900,-1,-1,-1,-1
1455,-1,-1,-1,2593,-1,-1,-1,-1
1456,-1,-1,-1,5985,-1,-1,-1,-1
1457,-1,-1,-1,660,-1,-1,-1,-1
1458,-1,-1,-1,2745,-1,-1,-1,-1
1459,-1,-1,-1,2196,-1,-1,-1,-1
1460,-1,-1,-1,2718,-1,-1,-1,-1
1461,-1,-1,-1,1608,-1,-1,-1,-1
1462,-1,-1,-1,1145,-1,-1,-1,-1
1463,-1,-1,-1,2965,-1,-1,-1,-1
1464,-1,-1,-1,1931,3078,-1,-1,-1
1465,-1,-1,-1,4042,-1,-1,-1,-1
1466,-1,-1,-1,2313,-1,-1,-1,-1
1467,-1,-1,-1,1036,-1,-1,-1,-1
1468,-1,-1,-1,995,-1,-1,-1,-1
1469,-1,-1,-1,1535,-1,-1,-1,-1
1470,-1,-1,-1,1356,-1,-1,-1,-1
1471,-1,-1,-1,884,-1,-1,-1,-1
1472,-1,-1,-1,1159,-1,-1,-1,-1
1473,-1,-1,-1,1381,-1,-1,-1,-1
1474,-1,-1,-1,10816,15870,-1,-1,-1
1475,-1,-1,-1,1013,-1,-1,-1,-1
1476,-1,-1,-1,1277,-1,-1,-1,-1
1477,-1,-1,-1,446,516,-1,-1,-1
1478,-1,-1,-1,13032,-1,-1,-1,-1
1479,-1,-1,-1,429,477,-1,-1,-1
1480,-1,-1,-1,458,477,-1,-1,-1
1481,-1,-1,-1,951,3920,-1,-1,-1
1482,-1,-1,-1,1131,-1,-1,-1,-1
1483,-1,-1,-1,13285,-1,-1,-1,-1
1484,-1,-1,-1,7838,-1,-1,-1,-1
1485,-1,-1,-1,1440,-1,-1,-1,-1
1486,-1,-1,-1,6636,-1,-1,-1,-1
1487,-1,-1,-1,1082,-1,-1,-1,-1
1488,-1,-1,-1,810,-1,-1,-1,-1
1489,-1,-1,-1,44446,-1,-1,-1,-1
1490,-1,-1,-1,1913,-1,-1,-1,-1
1491,-1,-1,-1,332,-1,-1,-1,-1
1492,-1,-1,-1,3899,12130,-1,-1,-1
1493,-1,-1,-1,17232,-1,-1,-1,-1
1494,-1,-1,-1,42492,-1,-1,-1,-1
1495,-1,-1,-1,14817,-1,-1,-1,-1
1496,-1,-1,-1,2658,1893,-1,-1,-1
1497,-1,-1,-1,16500,-1,-1,-1,-1
1498,-1,-1,-1,2735,-1,-1,-1,-1
1499,-1,-1,-1,15215,26534,-1,-1,-1
1500,-1,-1,-1,2975,10319,-1,-1,-1
1501,-1,-1,-1,30920,-1,-1,-1,-1
1502,-1,-1,-1,15595,-1,-1,-1,-1
1503,-1,-1,-1,11606,-1,-1,-1,-1
1504,-1,-1,-1,7799,-1,-1,-1,-1
1505,-1,-1,-1,6443,-1,-1,-1,-1
1506,-1,-1,-1,1745,-1,-1,-1,-1
1507,-1,-1,-1,30132,-1,-1,-1,-1
1508,-1,-1,-1,14994,-1,-1,-1,-1
1509,-1,-1,-1,17230,-1,-1,-1,-1
1510,-1,-1,-1,12709,-1,-1,-1,-1
1511,-1,-1,-1,3944,5016,-1,-1,-1
1512,-1,-1,-1,1139,-1,-1,-1,-1
1513,-1,-1,-1,13822,-1,-1,-1,-1
1514,-1,-1,-1,6176,-1,-1,-1,-1
1515,-1,-1,-1,8812,-1,-1,-1,-1
1516,-1,-1,-1,15421,-1,-1,-1,-1
1517,-1,-1,-1,8434,-1,-1,-1,-1
1518,-1,-1,-1,22357,-1,-1,-1,-1
1519,-1,-1,-1,21780,-1,-1,-1,-1
1520,-1,-1,-1,4413,-1,-1,-1,-1
1521,-1,-1,-1,49050,-1,-1,-1,-1
1522,-1,-1,-1,11772,-1,-1,-1,-1
1523,-1,-1,-1,25786,-1,-1,-1,-1
1524,-1,-1,-1,501,-1,-1,-1,-1
1525,-1,-1,-1,937,-1,-1,-1,-1
1526,-1,-1,-1,1166,-1,-1,-1,-1
1527,-1,-1,-1,395,2205,-1,-1,-1
1528,-1,-1,-1,339,-1,-1,-1,-1
1529,-1,-1,-1,1656,-1,-1,-1,-1
1530,-1,-1,-1,7906,-1,-1,-1,-1
1531,-1,-1,-1,557,-1,-1,-1,-1
1532,-1,-1,-1,15132,-1,-1,-1,-1
1533,-1,-1,-1,17464,-1,-1,-1,-1
1534,-1,-1,-1,18042,-1,-1,-1,-1
1535,-1,-1,-1,372,3875,7879,-1,-1
1536,-1,-1,-1,250,-1,-1,-1,-1
1537,-1,-1,-1,33864,-1,-1,-1,-1
1538,-1,-1,-1,674,-1,-1,-1,-1
1539,-1,-1,-1,6141,-1,-1,-1,-1
1540,-1,-1,-1,11723,-1,-1,-1,-1
1541,-1,-1,-1,2305,-1,-1,-1,-1
1542,-1,-1,-1,324,-1,-1,-1,-1
1543,-1,-1,-1,14361,-1,-1,-1,-1
1544,-1,-1,-1,4943,-1,-1,-1,-1
1545,-1,-1,-1,1446,-1,-1,-1,-1
1546,-1,-1,-1,4262,-1,-1,-1,-1
1547,-1,-1,-1,652,-1,-1,-1,-1
1548,-1,-1,-1,2658,-1,-1,-1,-1
1549,-1,-1,-1,-1,2626,5977,-1,-1
1550,-1,-1,-1,-1,2926,-1,-1,-1
1551,-1,-1,-1,-1,3512,4300,-1,-1
1552,-1,-1,-1,-1,655,-1,-1,-1
1553,-1,-1,-1,-1,812,-1,-1,-1
1554,-1,-1,-1,-1,944,-1,-1,-1
1555,-1,-1,-1,-1,551,-1,-1,-1
1556,-1,-1,-1,-1,933,-1,-1,-1
1557,-1,-1,-1,-1,2138,-1,-1,-1
1558,-1,-1,-1,-1,1173,-1,-1,-1
1559,-1,-1,-1,-1,3680,-1,-1,-1
1560,-1,-1,-1,-1,788,-1,-1,-1
1561,-1,-1,-1,-1,2851,-1,-1,-1
1562,-1,-1,-1,-1,1798,-1,-1,-1
1563,-1,-1,-1,-1,1098,-1,-1,-1
1564,-1,-1,-1,-1,725,-1,-1,-1
1565,-1,-1,-1,-1,4247,-1,-1,-1
1566,-1,-1,-1,-1,1974,-1,-1,-1
1567,-1,-1,-1,-1,1187,4226,6004,12660
1568,-1,-1,-1,-1,499,-1,-1,-1
1569,-1,-1,-1,-1,893,3318,-1,-1
1570,-1,-1,-1,-1,956,-1,-1,-1
1571,-1,-1,-1,-1,821,-1,-1,-1
1572,-1,-1,-1,-1,1144,-1,-1,-1
1573,-1,-1,-1,-1,2874,-1,-1,-1
1574,-1,-1,-1,-1,666,1276,-1,-1
1575,-1,-1,-1,-1,17849,37158,45009,-1
1576,-1,-1,-1,-1,843,-1,-1,-1
1577,-1,-1,-1,-1,1886,-1,-1,-1
1578,-1,-1,-1,-1,2014,-1,-1,-1
1579,-1,-1,-1,-1,1133,-1,-1,-1
1580,-1,-1,-1,-1,264,-1,-1,-1
1581,-1,-1,-1,-1,763,-1,-1,-1
1582,-1,-1,-1,-1,2620,-1,-1,-1
1583,-1,-1,-1,-1,1345,-1,-1,-1
1584,-1,-1,-1,-1,804,464,320,443
1585,-1,-1,-1,-1,918,-1,-1,-1
1586,-1,-1,-1,-1,1870,-1,-1,-1
1587,-1,-1,-1,-1,1152,-1,-1,-1
1588,-1,-1,-1,-1,1215,4265,-1,-1
1589,-1,-1,-1,-1,1270,-1,-1,-1
1590,-1,-1,-1,-1,751,3708,6195,10914
1591,-1,-1,-1,-1,3849,-1,-1,-1
1592,-1,-1,-1,-1,1043,1988,2179,1891
1593,-1,-1,-1,-1,2052,-1,-1,-1
1594,-1,-1,-1,-1,545,-1,-1,-1
1595,-1,-1,-1,-1,1245,3641,4437,-1
1596,-1,-1,-1,-1,981,-1,-1,-1
1597,-1,-1,-1,-1,2829,-1,-1,-1
1598,-1,-1,-1,-1,869,4325,8615,-1
1599,-1,-1,-1,-1,331,-1,-1,-1
1600,-1,-1,-1,-1,126,2828,-1,-1
