,./mask/201408ddyw.tif,./mask/201508ddyw.tif,./mask/20151017sp.tif,./mask/20160907.tif,./mask/20161025.tif,./mask/20170714.tif,./mask/20170728.tif,./mask/20171002.tif,./mask/20180729.tif,./mask/20180828.tif,./mask/20180926.tif,./mask/20190828.tif,./mask/20190923.tif,./mask/20200727.tif,./mask/20210717.tif
870,-1,1330,845,4003,4400,7650,8385,9310,-1,-1,-1,-1,-1,-1,-1
871,-1,4386,4376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
872,-1,1722,918,5322,5686,7582,-1,-1,-1,-1,-1,-1,-1,-1,-1
873,-1,1910,1657,5967,6281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
874,-1,2051,2038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
875,-1,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
876,-1,1908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
877,-1,3981,4506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
878,-1,3284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
879,-1,3283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
880,-1,1331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
881,-1,3401,3333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
882,-1,2114,1751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
883,-1,3375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
884,-1,376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
885,-1,1412,1783,5343,5315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
886,-1,1569,1525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
887,-1,1237,993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
888,-1,3723,3172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
889,-1,2665,2524,6773,6810,11022,11723,12658,-1,-1,-1,-1,-1,-1,-1
890,-1,3321,2902,10479,11022,20525,21170,24425,-1,-1,-1,-1,-1,-1,-1
891,-1,1363,1417,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
892,-1,4246,4385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
893,-1,1500,1437,7134,7255,13401,13838,13546,-1,-1,-1,-1,-1,-1,-1
894,-1,2328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
895,-1,1846,2221,7915,7908,13705,-1,-1,-1,-1,-1,-1,-1,-1,-1
896,-1,2449,2299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
897,-1,2496,2611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
898,-1,2446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
899,-1,4350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
900,-1,2403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
901,-1,2288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
902,-1,2002,1945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
903,-1,2277,3096,8801,8674,13350,15123,-1,-1,-1,-1,-1,-1,-1,-1
904,-1,4530,4851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
905,-1,5416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
906,-1,2253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
907,-1,1498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
908,-1,2243,2334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
909,-1,1676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
910,-1,1983,1571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
911,-1,6597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
912,-1,5642,5541,16248,15471,25448,23287,-1,-1,-1,-1,-1,-1,-1,-1
913,-1,3839,3684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
914,-1,2407,2685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
915,-1,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
916,-1,499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
917,-1,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
918,-1,979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
919,-1,2987,2320,7587,7680,12121,13016,13203,-1,-1,-1,-1,-1,-1,-1
920,-1,3950,3637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
921,-1,8338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
922,-1,2221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
923,-1,2385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
924,-1,3244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
925,-1,550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
926,-1,1876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
927,-1,2929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
928,-1,2583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
929,-1,2651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
930,-1,1072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
931,-1,373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
932,-1,1169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
933,-1,1154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
934,-1,2246,1937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
935,-1,2734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
936,-1,1418,746,2055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
937,-1,1029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
938,-1,1279,1006,3700,3690,5994,6091,7426,-1,-1,-1,-1,-1,-1,-1
939,-1,2711,2720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
940,-1,2602,2354,9338,9244,16594,17844,18234,-1,-1,-1,-1,-1,-1,-1
941,-1,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
942,-1,2392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
943,-1,837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
944,-1,3946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
945,-1,5948,4132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
946,-1,2531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
947,-1,1176,887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
948,-1,4247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
949,-1,2264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
950,-1,2092,1864,6350,5873,10894,11854,-1,-1,-1,-1,-1,-1,-1,-1
951,-1,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
952,-1,4861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
953,-1,3639,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
954,-1,2016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
955,-1,2892,1622,8917,9277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
956,-1,2093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
957,-1,3611,3370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
958,-1,1845,2025,6744,6750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
959,-1,3001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
960,-1,2789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
961,-1,508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
962,-1,2254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
963,-1,2514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
964,-1,1991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
965,-1,1440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
966,-1,2209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
967,-1,1938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
968,-1,5315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
969,-1,3455,3894,9763,9923,15137,-1,-1,-1,-1,-1,-1,-1,-1,-1
970,-1,2758,2589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
971,-1,5740,4812,17010,17514,32217,31546,-1,-1,-1,-1,-1,-1,-1,-1
972,-1,6021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
973,-1,4839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
974,-1,2283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
975,-1,4516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
976,-1,2753,2952,10012,10794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
977,-1,4685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
978,-1,2368,2093,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
979,-1,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
980,-1,4681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
981,-1,3094,3013,9219,8451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
982,-1,1896,1249,5804,5443,10103,10657,12664,-1,-1,-1,-1,-1,-1,-1
983,-1,3345,2926,10009,9983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
984,-1,524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
985,-1,341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
986,-1,2364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
987,-1,1481,1259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
988,-1,1786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
989,-1,1171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
990,-1,2169,2057,6477,6703,11150,11505,-1,-1,-1,-1,-1,-1,-1,-1
991,-1,1822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
992,-1,447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
993,-1,1875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
994,-1,1853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
995,-1,2958,2982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
996,-1,2701,2430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
997,-1,2842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
998,-1,26190,20912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
999,-1,2507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1000,-1,1254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1001,-1,4430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1002,-1,1868,1481,6232,6823,12735,-1,-1,-1,-1,-1,-1,-1,-1,-1
1003,-1,304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1004,-1,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1005,-1,3160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1006,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1007,-1,1526,1303,6223,5644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1008,-1,240,1222,9489,9803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1009,-1,3643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1010,-1,1619,1222,9489,9803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1011,-1,607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1012,-1,3468,3228,9731,10473,15851,12853,-1,-1,-1,-1,-1,-1,-1,-1
1013,-1,4411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1014,-1,939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1015,-1,826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1016,-1,2727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1017,-1,616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1018,-1,2629,1661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1019,-1,1791,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1020,-1,381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1021,-1,298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1022,-1,936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1023,-1,1760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1024,-1,509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1025,-1,2068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1026,-1,1560,1072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1027,-1,2154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1028,-1,2421,1354,8674,8841,16634,16639,16196,-1,-1,-1,-1,-1,-1,-1
1029,-1,3898,3244,11280,10890,18477,18795,21029,-1,-1,-1,-1,-1,-1,-1
1030,-1,478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1031,-1,4646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1032,-1,362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1033,-1,3618,2723,13782,14028,25950,26825,30650,-1,-1,-1,-1,-1,-1,-1
1034,-1,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1035,-1,1326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1036,-1,668,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1037,-1,887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1038,-1,2680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1039,-1,2142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1040,-1,1293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1041,-1,1954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1042,-1,873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1043,-1,360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1044,-1,576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1045,-1,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1046,-1,767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1047,-1,2848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1048,-1,647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1049,-1,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1050,-1,642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1051,-1,756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1052,-1,1841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1053,-1,1220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1054,-1,2356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1055,-1,2826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1056,-1,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1057,-1,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1058,-1,1742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1059,-1,2400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1060,-1,539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1061,-1,2657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1062,-1,3967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1063,-1,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1064,-1,960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1065,-1,585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1066,-1,861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1067,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1068,-1,659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1069,-1,406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1070,-1,341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1071,-1,412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1072,-1,1404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1073,-1,1548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1074,-1,508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1075,-1,4852,5359,16934,16459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1076,-1,1540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1077,-1,474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1078,-1,1129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1079,-1,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1080,-1,2741,2286,11047,10628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1081,-1,1366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1082,-1,3103,2122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1083,-1,3574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1084,-1,282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1085,-1,230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1086,-1,1888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1087,-1,317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1088,-1,796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1089,-1,644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1090,-1,245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1091,-1,814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1092,-1,5916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1093,-1,7039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1094,-1,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1095,-1,2900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1096,-1,2223,1510,9246,10255,20136,20361,-1,-1,-1,-1,-1,-1,-1,-1
1097,-1,1120,1528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1098,-1,2494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1099,-1,2729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1100,-1,2457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1101,-1,4227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1102,-1,2469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1103,-1,2141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1104,-1,2883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1105,-1,3160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1106,-1,368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1107,-1,4977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108,-1,3776,4077,10587,10203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1109,-1,2435,2024,8022,8050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1110,-1,2162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1111,-1,10646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1112,-1,1594,2437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1113,-1,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1114,-1,5650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1115,-1,1377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1116,-1,2223,2437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1117,-1,1424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1118,-1,5071,3923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1119,-1,3739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1120,-1,1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1121,-1,3304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1122,-1,3292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1123,-1,3920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1124,-1,1813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1125,-1,1229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1126,-1,2271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1127,-1,4880,5828,13740,13630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1128,-1,1466,851,5706,5679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1129,-1,3910,4166,12317,12681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1130,-1,5590,4614,18064,18741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1131,-1,1191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1132,-1,3608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1133,-1,3088,3145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1134,-1,2734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1135,-1,1014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1136,-1,3735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1137,-1,3762,2144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1138,-1,2456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1139,-1,1270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1140,-1,2403,3426,6471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1141,-1,2796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1142,-1,2494,2360,7952,7384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1143,-1,1737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1144,-1,1260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1145,-1,4531,2375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1146,-1,1482,1055,7740,7807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1147,-1,4504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1148,-1,2571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1149,-1,1890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1150,-1,913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1151,-1,2521,1855,7679,7124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1152,-1,1300,709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1153,-1,3127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1154,-1,2370,1652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1155,-1,1654,1186,5012,4383,7644,-1,-1,-1,-1,-1,-1,-1,-1,-1
1156,-1,900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1157,-1,5499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1158,-1,3095,2929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1159,-1,2493,1623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1160,-1,3464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1161,-1,3009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
